ItemID,UserID,CategoryID,ItemTitle,Description,ItemType,Status,Location,Brand,Color,EstimatedValue,ReportDate,RecoveredDate,VerificationStatus
198,35,11,Steel Water Bottle,Steel Water Bottle reported as trade near Admin Block.,Trade,Recovered,Admin Block,Cello,Black,399,2024-05-06,2024-05-13,Pending
199,48,12,College Backpack,College Backpack reported as lost near EE Block.,Lost,Recovered,EE Block,Skybags,Blue,1312,2024-03-20,2024-04-07,Verified
200,32,6,Engineering Textbook,Engineering Textbook reported as found near Main Library.,Found,Recovered,Main Library,,,321,2022-11-04,2022-11-10,Verified
201,78,11,Plastic Bottle,Plastic Bottle reported as lost near Admin Block.,Lost,Recovered,Admin Block,Cello,Black,620,2025-05-18,2025-06-16,Verified
202,84,3,Black Wallet,Black Wallet reported as lost near Central Library.,Lost,Recovered,Central Library,Wildcraft,Brown,1916,2025-11-10,2025-12-02,Verified
203,55,1,MacBook,MacBook reported as found near Sports Complex.,Found,Open,Sports Complex,HP,Grey,68079,2026-03-31,,Verified
204,50,5,Student ID Card,Student ID Card reported as found near CSE Block.,Found,Recovered,CSE Block,,,133,2024-05-20,2024-05-29,Verified
205,63,8,Scientific Calculator,Scientific Calculator reported as lost near EE Block.,Lost,Recovered,EE Block,,,776,2024-06-28,2024-07-26,Verified
206,75,3,Black Wallet,Black Wallet reported as lost near GH-1.,Lost,Recovered,GH-1,Wildcraft,Brown,2572,2024-09-21,2024-09-27,Verified
207,14,2,Motorola Phone,Motorola Phone reported as lost near Mechanical Block.,Lost,Recovered,Mechanical Block,OnePlus,Blue,16517,2024-08-02,2024-08-31,Verified
208,19,8,Scientific Calculator,Scientific Calculator reported as lost near BH-1.,Lost,Recovered,BH-1,,,1700,2025-05-03,2025-05-31,Verified
209,45,4,Bike Keys,Bike Keys reported as found near Main Canteen.,Found,Open,Main Canteen,,,267,2023-04-13,,Verified
210,12,11,Steel Water Bottle,Steel Water Bottle reported as lost near Main Gate.,Lost,Recovered,Main Gate,Cello,Blue,906,2024-04-21,2024-04-28,Verified
211,95,3,Brown Wallet,Brown Wallet reported as lost near GH-1.,Lost,Recovered,GH-1,Wildcraft,Brown,2467,2024-09-01,2024-09-16,Verified
212,87,1,Lenovo Laptop,Lenovo Laptop reported as trade near BH-2.,Trade,Recovered,BH-2,Dell,Grey,77831,2026-05-09,2026-05-24,Verified
213,45,3,Brown Wallet,Brown Wallet reported as found near Civil Block.,Found,Open,Civil Block,Wildcraft,Black,1542,2023-03-24,,Verified
214,15,5,Student ID Card,Student ID Card reported as found near ECE Block.,Found,Recovered,ECE Block,,,288,2023-01-27,2023-02-25,Verified
215,33,9,Digital Watch,Digital Watch reported as trade near Mechanical Block.,Trade,Recovered,Mechanical Block,Casio,Black,2533,2025-06-28,2025-07-18,Verified
216,81,3,Brown Wallet,Brown Wallet reported as found near Mechanical Block.,Found,Recovered,Mechanical Block,Wildcraft,Black,2360,2025-07-11,2025-08-03,Verified
217,68,5,Student ID Card,Student ID Card reported as trade near EIE Block.,Trade,Open,EIE Block,,,256,2024-06-02,,Verified
218,3,6,Engineering Textbook,Engineering Textbook reported as found near Sports Complex.,Found,Open,Sports Complex,,,1853,2025-06-17,,Verified
219,86,7,Class Notebook,Class Notebook reported as wanted near BH-3.,Wanted,Matched,BH-3,,,389,2024-05-13,,Verified
220,35,5,Student ID Card,Student ID Card reported as lost near GH-2.,Lost,Cancelled,GH-2,,,211,2024-06-26,,Verified
221,16,3,Brown Wallet,Brown Wallet reported as trade near Mechanical Block.,Trade,Matched,Mechanical Block,Wildcraft,Brown,1903,2023-09-11,,Verified
222,89,10,Wired Earphones,Wired Earphones reported as found near Civil Block.,Found,Recovered,Civil Block,Sony,White,2027,2025-04-25,2025-05-05,Verified
223,51,14,Hoodie,Hoodie reported as lost near Admin Block.,Lost,Matched,Admin Block,,,2649,2024-02-20,,Verified
224,70,10,Wired Earphones,Wired Earphones reported as lost near Civil Block.,Lost,Recovered,Civil Block,JBL,Black,4051,2022-09-19,2022-10-11,Verified
225,48,3,Black Wallet,Black Wallet reported as lost near GH-2.,Lost,Recovered,GH-2,Wildcraft,Brown,2305,2024-05-17,2024-06-13,Verified
226,84,6,Mathematics Book,Mathematics Book reported as wanted near Auditorium.,Wanted,Open,Auditorium,,,1831,2026-02-02,,Rejected
227,83,11,Plastic Bottle,Plastic Bottle reported as found near Civil Block.,Found,Recovered,Civil Block,Milton,Red,1370,2024-09-18,2024-09-26,Verified
228,61,1,MacBook,MacBook reported as lost near Main Library.,Lost,Open,Main Library,Asus,Silver,37454,2024-03-10,,Verified
229,86,1,HP Laptop,HP Laptop reported as found near Student Activity Centre.,Found,Recovered,Student Activity Centre,Dell,Grey,43323,2024-05-17,2024-05-21,Verified
230,56,5,Student ID Card,Student ID Card reported as found near Mechanical Block.,Found,Matched,Mechanical Block,,,244,2022-11-20,,Verified
231,99,6,Engineering Textbook,Engineering Textbook reported as found near EIE Block.,Found,Matched,EIE Block,,,506,2023-11-11,,Verified
232,65,11,Plastic Bottle,Plastic Bottle reported as found near Mechanical Block.,Found,Matched,Mechanical Block,Milton,Black,746,2024-09-13,,Pending
233,46,12,College Backpack,College Backpack reported as lost near Main Gate.,Lost,Matched,Main Gate,American Tourister,Black,946,2025-04-20,,Verified
234,33,1,Lenovo Laptop,Lenovo Laptop reported as wanted near Civil Block.,Wanted,Matched,Civil Block,Apple,Black,75786,2024-11-11,,Verified
235,1,1,MacBook,MacBook reported as lost near BH-1.,Lost,Recovered,BH-1,Dell,Silver,84162,2026-06-27,2026-07-04,Verified
236,42,3,Black Wallet,Black Wallet reported as lost near GH-2.,Lost,Recovered,GH-2,Wildcraft,Brown,2526,2023-09-15,2023-10-15,Verified
237,82,6,Engineering Textbook,Engineering Textbook reported as wanted near Health Centre.,Wanted,Recovered,Health Centre,,,538,2026-05-31,2026-06-27,Verified
238,65,12,College Backpack,College Backpack reported as lost near GH-2.,Lost,Open,GH-2,Wildcraft,Black,615,2024-12-09,,Verified
239,13,7,Class Notebook,Class Notebook reported as found near CSE Block.,Found,Recovered,CSE Block,,,299,2025-03-08,2025-03-12,Verified
240,72,3,Black Wallet,Black Wallet reported as lost near Main Gate.,Lost,Recovered,Main Gate,Wildcraft,Black,2378,2024-07-14,2024-07-31,Verified
241,29,19,Reading Glasses,Reading Glasses reported as trade near BH-1.,Trade,Recovered,BH-1,Lenskart,Black,10003,2022-10-25,2022-11-18,Verified
242,71,11,Plastic Bottle,Plastic Bottle reported as trade near BH-1.,Trade,Open,BH-1,Cello,Black,1090,2026-02-21,,Pending
243,36,4,Bike Keys,Bike Keys reported as found near BH-3.,Found,Recovered,BH-3,,,411,2025-09-09,2025-10-03,Verified
244,34,12,College Backpack,College Backpack reported as found near CSE Block.,Found,Open,CSE Block,American Tourister,Black,3125,2026-03-26,,Verified
245,96,12,College Backpack,College Backpack reported as lost near BH-3.,Lost,Matched,BH-3,American Tourister,Black,1993,2023-04-09,,Verified
246,40,11,Steel Water Bottle,Steel Water Bottle reported as wanted near Main Canteen.,Wanted,Recovered,Main Canteen,Cello,Black,970,2025-12-10,2025-12-25,Verified
247,98,10,Wireless Earphones,Wireless Earphones reported as lost near Health Centre.,Lost,Recovered,Health Centre,Boat,Black,4256,2025-01-02,2025-01-24,Verified
248,25,10,Wired Earphones,Wired Earphones reported as wanted near ECE Block.,Wanted,Recovered,ECE Block,JBL,White,3493,2025-01-18,2025-02-07,Verified
249,15,7,Class Notebook,Class Notebook reported as lost near Main Library.,Lost,Recovered,Main Library,,,345,2023-06-26,2023-07-26,Pending
250,56,5,Student ID Card,Student ID Card reported as wanted near GH-1.,Wanted,Open,GH-1,,,113,2023-08-01,,Verified
251,23,12,College Backpack,College Backpack reported as trade near BH-1.,Trade,Recovered,BH-1,Skybags,Black,2790,2024-10-21,2024-11-01,Verified
252,68,4,Room Keys,Room Keys reported as lost near Mechanical Block.,Lost,Open,Mechanical Block,,,620,2024-01-27,,Verified
253,17,10,Wired Earphones,Wired Earphones reported as lost near Main Gate.,Lost,Recovered,Main Gate,Boat,Black,2936,2023-01-16,2023-02-07,Verified
254,68,10,Wired Earphones,Wired Earphones reported as found near CSE Block.,Found,Cancelled,CSE Block,Boat,Black,2568,2024-07-08,,Verified
255,71,1,MacBook,MacBook reported as lost near Central Library.,Lost,Recovered,Central Library,Dell,Silver,58331,2025-08-24,2025-09-05,Verified
256,58,12,College Backpack,College Backpack reported as lost near EIE Block.,Lost,Recovered,EIE Block,American Tourister,Blue,2687,2025-06-18,2025-07-03,Verified
257,33,1,HP Laptop,HP Laptop reported as lost near EE Block.,Lost,Recovered,EE Block,HP,Black,43165,2025-02-13,2025-03-11,Verified
258,6,3,Black Wallet,Black Wallet reported as found near Civil Block.,Found,Recovered,Civil Block,Wildcraft,Brown,1673,2024-03-27,2024-04-01,Verified
259,84,10,Wireless Earphones,Wireless Earphones reported as lost near Main Canteen.,Lost,Open,Main Canteen,JBL,Black,1143,2025-08-26,,Verified
260,30,3,Brown Wallet,Brown Wallet reported as lost near EE Block.,Lost,Recovered,EE Block,Wildcraft,Brown,1416,2026-03-01,2026-03-05,Verified
261,82,7,Class Notebook,Class Notebook reported as lost near Student Activity Centre.,Lost,Open,Student Activity Centre,,,170,2025-12-03,,Pending
262,78,4,Scooter Keys,Scooter Keys reported as lost near Health Centre.,Lost,Recovered,Health Centre,,,381,2024-12-09,2024-12-15,Verified
263,98,5,Student ID Card,Student ID Card reported as lost near Admin Block.,Lost,Recovered,Admin Block,,,170,2025-04-02,2025-04-26,Pending
264,9,5,Student ID Card,Student ID Card reported as trade near BH-1.,Trade,Recovered,BH-1,,,108,2024-01-16,2024-01-20,Verified
265,69,11,Steel Water Bottle,Steel Water Bottle reported as found near Parking Area.,Found,Recovered,Parking Area,Cello,Red,1305,2025-08-17,2025-08-28,Verified
266,40,5,Student ID Card,Student ID Card reported as lost near Mechanical Block.,Lost,Recovered,Mechanical Block,,,195,2025-10-04,2025-10-16,Verified
267,85,7,Class Notebook,Class Notebook reported as lost near Main Library.,Lost,Recovered,Main Library,,,386,2023-08-11,2023-08-31,Verified
268,96,6,Programming Book,Programming Book reported as trade near Parking Area.,Trade,Matched,Parking Area,,,290,2023-06-28,,Verified
269,80,1,HP Laptop,HP Laptop reported as lost near GH-1.,Lost,Recovered,GH-1,Asus,Grey,51362,2023-07-26,2023-07-27,Verified
270,80,3,Brown Wallet,Brown Wallet reported as found near Main Gate.,Found,Open,Main Gate,Wildcraft,Black,2370,2024-04-14,,Verified
271,78,5,Student ID Card,Student ID Card reported as found near Main Canteen.,Found,Recovered,Main Canteen,,,140,2025-06-28,2025-07-05,Verified
272,31,9,Digital Watch,Digital Watch reported as found near ECE Block.,Found,Recovered,ECE Block,Casio,Black,4801,2025-09-24,2025-10-22,Verified
273,38,4,Scooter Keys,Scooter Keys reported as found near Student Activity Centre.,Found,Recovered,Student Activity Centre,,,422,2024-02-02,2024-02-29,Pending
274,89,1,Dell Laptop,Dell Laptop reported as lost near Admin Block.,Lost,Matched,Admin Block,Dell,Silver,89276,2024-12-13,,Pending
275,18,7,Class Notebook,Class Notebook reported as trade near CSE Block.,Trade,Recovered,CSE Block,,,294,2026-02-23,2026-03-25,Pending
276,71,1,HP Laptop,HP Laptop reported as lost near Sports Complex.,Lost,Recovered,Sports Complex,Asus,Black,71762,2026-06-19,2026-07-13,Verified
277,28,6,Mathematics Book,Mathematics Book reported as lost near Auditorium.,Lost,Open,Auditorium,,,1667,2024-11-24,,Verified
278,21,7,Class Notebook,Class Notebook reported as found near GH-1.,Found,Matched,GH-1,,,340,2024-09-07,,Verified
279,52,11,Steel Water Bottle,Steel Water Bottle reported as lost near Auditorium.,Lost,Recovered,Auditorium,Cello,Black,975,2026-01-07,2026-01-25,Verified
280,78,3,Brown Wallet,Brown Wallet reported as found near BH-3.,Found,Recovered,BH-3,Wildcraft,Brown,1580,2025-07-28,2025-08-27,Verified
281,5,9,Analog Watch,Analog Watch reported as trade near EIE Block.,Trade,Recovered,EIE Block,Casio,Black,5821,2023-09-29,2023-10-15,Verified
282,35,4,Room Keys,Room Keys reported as lost near Central Library.,Lost,Recovered,Central Library,,,332,2024-07-08,2024-07-23,Pending
283,68,5,Student ID Card,Student ID Card reported as found near CSE Block.,Found,Open,CSE Block,,,274,2024-05-15,,Verified
284,86,6,Programming Book,Programming Book reported as lost near Auditorium.,Lost,Recovered,Auditorium,,,1730,2023-12-07,2023-12-26,Rejected
285,100,9,Analog Watch,Analog Watch reported as found near GH-2.,Found,Open,GH-2,Fastrack,Silver,1611,2024-04-17,,Verified
286,61,2,OnePlus Phone,OnePlus Phone reported as found near Student Activity Centre.,Found,Recovered,Student Activity Centre,Apple,Blue,27968,2024-02-08,2024-02-27,Verified
287,25,4,Room Keys,Room Keys reported as lost near CSE Block.,Lost,Recovered,CSE Block,,,390,2025-03-12,2025-03-19,Pending
288,56,4,Scooter Keys,Scooter Keys reported as lost near ECE Block.,Lost,Recovered,ECE Block,,,218,2023-05-08,2023-06-07,Verified
289,84,7,Class Notebook,Class Notebook reported as trade near BH-1.,Trade,Recovered,BH-1,,,337,2026-03-28,2026-04-15,Pending
290,12,7,Class Notebook,Class Notebook reported as trade near Main Canteen.,Trade,Recovered,Main Canteen,,,93,2024-01-04,2024-01-25,Verified
291,81,4,Scooter Keys,Scooter Keys reported as lost near Main Gate.,Lost,Recovered,Main Gate,,,217,2025-08-23,2025-09-04,Verified
292,51,4,Room Keys,Room Keys reported as found near CSE Block.,Found,Open,CSE Block,,,129,2024-01-09,,Verified
293,91,5,Student ID Card,Student ID Card reported as lost near Admin Block.,Lost,Matched,Admin Block,,,236,2023-02-26,,Pending
294,28,4,Bike Keys,Bike Keys reported as lost near CSE Block.,Lost,Matched,CSE Block,,,150,2024-09-23,,Verified
295,32,10,Wired Earphones,Wired Earphones reported as lost near GH-2.,Lost,Recovered,GH-2,Sony,Black,2951,2023-06-27,2023-07-02,Verified
296,42,7,Class Notebook,Class Notebook reported as trade near GH-2.,Trade,Recovered,GH-2,,,205,2024-06-28,2024-07-28,Pending
297,4,12,College Backpack,College Backpack reported as wanted near CSE Block.,Wanted,Recovered,CSE Block,Skybags,Black,3267,2026-03-26,2026-04-07,Verified
298,38,4,Bike Keys,Bike Keys reported as found near Auditorium.,Found,Recovered,Auditorium,,,445,2024-04-05,2024-04-25,Pending
299,12,3,Brown Wallet,Brown Wallet reported as wanted near Student Activity Centre.,Wanted,Open,Student Activity Centre,Wildcraft,Black,2583,2023-11-23,,Verified
300,33,4,Room Keys,Room Keys reported as lost near Main Library.,Lost,Recovered,Main Library,,,669,2025-01-08,2025-02-05,Verified
